t,d
1687608607.26058,0.360000
1687608607.26058,0.360000
1687608608.376068,0.370000
1687608608.376068,0.370000
1687608608.376068,0.370000
1687608609.491403,0.370000
1687608609.491403,0.370000
1687608609.491403,0.370000
1687608610.606779,0.360000
1687608610.606779,0.360000
1687608610.606779,0.360000
1687608611.163806,0.370000
1687608611.163806,0.370000
1687608611.163806,0.370000
1687608612.279158,0.370000
1687608612.279158,0.370000
1687608612.279158,0.370000
1687608613.394516,0.360000
1687608613.394516,0.360000
1687608613.394516,0.360000
1687608613.952966,0.360000
1687608613.952966,0.360000
1687608613.952966,0.360000
1687608614.509915,0.360000
1687608614.509915,0.360000
1687608614.509915,0.360000
1687608616.183653,0.350000
1687608616.183653,0.350000
1687608616.183653,0.350000
1687608616.740674,0.370000
1687608616.740674,0.370000
1687608616.740674,0.370000
1687608617.299028,0.350000
1687608617.299028,0.350000
1687608617.299028,0.350000
1687608617.856073,0.350000
1687608617.856073,0.350000
1687608617.856073,0.350000
1687608618.414399,0.360000
1687608618.414399,0.360000
1687608618.414399,0.360000
1687608618.97158,0.360000
1687608618.97158,0.360000
1687608618.97158,0.360000
1687608619.529783,0.360000
1687608619.529783,0.360000
1687608619.529783,0.360000
1687608620.086955,0.350000
1687608620.086955,0.350000
1687608620.086955,0.350000
1687608620.645282,0.360000
1687608620.645282,0.360000
1687608620.645282,0.360000
1687608621.202293,0.340000
1687608621.202293,0.340000
1687608621.202293,0.340000
1687608621.760649,0.360000
1687608621.760649,0.360000
1687608621.760649,0.360000
1687608622.317785,0.340000
1687608622.317785,0.340000
1687608622.317785,0.340000
1687608622.876024,0.340000
1687608622.876024,0.340000
1687608622.876024,0.340000
1687608623.433166,0.350000
1687608623.433166,0.350000
1687608623.433166,0.350000
1687608623.99156,0.340000
1687608623.99156,0.340000
1687608623.99156,0.340000
1687608624.548551,0.350000
1687608624.548551,0.350000
1687608624.548551,0.350000
1687608625.106907,0.340000
1687608625.106907,0.340000
1687608625.106907,0.340000
1687608625.663941,0.360000
1687608625.663941,0.360000
1687608625.663941,0.360000
1687608626.222274,0.360000
1687608626.222274,0.360000
1687608626.222274,0.360000
1687608626.779458,0.330000
1687608626.779458,0.330000
1687608626.779458,0.330000
1687608627.337673,0.340000
1687608627.337673,0.340000
1687608627.337673,0.340000
1687608627.894804,0.330000
1687608627.894804,0.330000
1687608627.894804,0.330000
1687608628.453195,0.340000
1687608628.453195,0.340000
1687608628.453195,0.340000
1687608629.010204,0.340000
1687608629.010204,0.340000
1687608629.010204,0.340000
1687608629.568572,0.350000
1687608629.568572,0.350000
1687608629.568572,0.350000
1687608630.125661,0.340000
1687608630.125661,0.340000
1687608630.125661,0.340000
1687608630.683912,0.340000
1687608630.683912,0.340000
1687608630.683912,0.340000
1687608631.241049,0.340000
1687608631.241049,0.340000
1687608631.241049,0.340000
1687608631.799516,0.360000
1687608631.799516,0.360000
1687608631.799516,0.360000
1687608632.356419,0.340000
1687608632.356419,0.340000
1687608632.356419,0.340000
1687608632.91484,0.360000
1687608632.91484,0.360000
1687608632.91484,0.360000
1687608633.471795,0.340000
1687608633.471795,0.340000
1687608633.471795,0.340000
1687608634.587286,0.330000
1687608634.587286,0.330000
1687608634.587286,0.330000
1687608635.145538,0.350000
1687608635.145538,0.350000
1687608635.145538,0.350000
1687608635.702662,0.340000
1687608635.702662,0.340000
1687608635.702662,0.340000
1687608636.261049,0.340000
1687608636.261049,0.340000
1687608636.261049,0.340000
1687608636.818085,0.340000
1687608636.818085,0.340000
1687608636.818085,0.340000
1687608637.376439,0.340000
1687608637.376439,0.340000
1687608637.376439,0.340000
1687608637.933411,0.360000
1687608637.933411,0.360000
1687608637.933411,0.360000
1687608639.048917,0.360000
1687608639.048917,0.360000
1687608639.048917,0.360000
1687608639.607166,0.370000
1687608639.607166,0.370000
1687608639.607166,0.370000
1687608640.164284,0.350000
1687608640.164284,0.350000
1687608640.164284,0.350000
1687608640.722664,0.350000
1687608640.722664,0.350000
1687608640.722664,0.350000
1687608641.2797,0.350000
1687608641.2797,0.350000
1687608641.2797,0.350000
1687608641.838037,0.370000
1687608641.838037,0.370000
1687608641.838037,0.370000
1687608642.395037,0.350000
1687608642.395037,0.350000
1687608642.395037,0.350000
1687608642.953415,0.340000
1687608642.953415,0.340000
1687608642.953415,0.340000
1687608643.510393,0.350000
1687608643.510393,0.350000
1687608643.510393,0.350000
1687608644.068788,0.360000
1687608644.068788,0.360000
1687608644.068788,0.360000
1687608644.625909,0.360000
1687608644.625909,0.360000
1687608644.625909,0.360000
1687608645.184202,0.350000
1687608645.184202,0.350000
1687608645.184202,0.350000
1687608647.41495,0.380000
1687608647.41495,0.380000
1687608647.41495,0.380000
1687608648.530293,0.460000
1687608648.530293,0.460000
1687608648.530293,0.460000
1687608649.087409,0.410000
1687608649.087409,0.410000
1687608649.087409,0.410000
1687608650.202775,0.470000
1687608650.202775,0.470000
1687608650.202775,0.470000
1687608650.761184,0.510000
1687608650.761184,0.510000
1687608650.761184,0.510000
1687608659.683059,0.380000
1687608659.683059,0.380000
1687608659.683059,0.380000
1687608662.472053,0.370000
1687608662.472053,0.370000
1687608662.472053,0.370000
1687608877.963555,0.510000
1687608877.963555,0.510000
1687608877.963555,0.510000
1687608888.558786,0.500000
1687608888.558786,0.500000
1687608888.558786,0.500000
1687608889.117161,0.490000
1687608889.117161,0.490000
1687608889.117161,0.490000
1687608895.250921,0.460000
1687608895.250921,0.460000
1687608895.250921,0.460000
1687608895.809285,0.460000
1687608895.809285,0.460000
1687608895.809285,0.460000
1687608896.924685,0.440000
1687608896.924685,0.440000
1687608896.924685,0.440000
1687608897.481662,0.440000
1687608897.481662,0.440000
1687608897.481662,0.440000
1687608899.712409,0.450000
1687608899.712409,0.450000
1687608899.712409,0.450000
1687608900.270797,0.480000
1687608900.270797,0.480000
1687608900.270797,0.480000
1687608905.847509,0.470000
1687608905.847509,0.470000
1687608905.847509,0.470000
1687608906.404513,0.460000
1687608906.404513,0.460000
1687608906.404513,0.460000
1687608911.981271,0.450000
1687608911.981271,0.450000
1687608911.981271,0.450000
1687608921.462392,0.470000
1687608921.462392,0.470000
1687608921.462392,0.470000
1687608935.962079,0.440000
1687608935.962079,0.440000
1687608935.962079,0.440000
1687608944.326709,0.430000
1687608944.326709,0.430000
1687608944.326709,0.430000
1687608944.884916,0.430000
1687608944.884916,0.430000
1687608944.884916,0.430000
1687608945.442029,0.430000
1687608945.442029,0.430000
1687608945.442029,0.430000
1687608946.557317,0.410000
1687608946.557317,0.410000
1687608946.557317,0.410000
1687608948.788088,0.430000
1687608948.788088,0.430000
1687608948.788088,0.430000
1687608956.038555,0.430000
1687608956.038555,0.430000
1687608956.038555,0.430000
1687608957.710914,0.410000
1687608957.710914,0.410000
1687608957.710914,0.410000
1687608963.287646,0.420000
1687608963.287646,0.420000
1687608963.287646,0.420000
1687608964.961439,0.440000
1687608964.961439,0.440000
1687608964.961439,0.440000
1687608966.076792,0.420000
1687608966.076792,0.420000
1687608966.076792,0.420000
1687608971.095277,0.460000
1687608971.095277,0.460000
1687608971.095277,0.460000
1687608973.884297,0.430000
1687608973.884297,0.430000
1687608973.884297,0.430000
1687608986.710177,0.450000
1687608986.710177,0.450000
1687608986.710177,0.450000
1687608994.517661,0.430000
1687608994.517661,0.430000
1687608994.517661,0.430000
1687608996.191269,0.450000
1687608996.191269,0.450000
1687608996.191269,0.450000
1687608998.979032,0.450000
1687608998.979032,0.450000
1687608998.979032,0.450000
1687609000.094422,0.430000
1687609000.094422,0.430000
1687609000.094422,0.430000
1687609001.209779,0.460000
1687609001.209779,0.460000
1687609001.209779,0.460000
1687609001.768162,0.440000
1687609001.768162,0.440000
1687609001.768162,0.440000
1687609002.325273,0.450000
1687609002.325273,0.450000
1687609002.325273,0.450000
1687609007.902191,0.450000
1687609007.902191,0.450000
1687609007.902191,0.450000
1687609012.921802,0.470000
1687609012.921802,0.470000
1687609012.921802,0.470000
1687609021.84452,0.450000
1687609021.84452,0.450000
1687609021.84452,0.450000
1687609049.170029,0.500000
1687609049.170029,0.500000
1687609049.170029,0.500000
1687609055.862142,0.490000
1687609055.862142,0.490000
1687609055.862142,0.490000
1687609059.76653,0.470000
1687609059.76653,0.470000
1687609059.76653,0.470000
1687609074.266066,0.460000
1687609074.266066,0.460000
1687609074.266066,0.460000
1687609074.823143,0.480000
1687609074.823143,0.480000
1687609074.823143,0.480000
1687609093.227027,0.490000
1687609093.227027,0.490000
1687609093.227027,0.490000
1687609132.264277,0.470000
1687609132.264277,0.470000
1687609132.264277,0.470000
1687609133.379781,0.490000
1687609133.379781,0.490000
1687609133.379781,0.490000
1687609139.513402,0.490000
1687609139.513402,0.490000
1687609139.513402,0.490000
1687609140.628803,0.510000
1687609140.628803,0.510000
1687609140.628803,0.510000
1687609157.359699,0.450000
1687609157.359699,0.450000
1687609157.359699,0.450000
1687609174.647354,0.440000
1687609174.647354,0.440000
1687609174.647354,0.440000
1687609184.127964,0.440000
1687609184.127964,0.440000
1687609184.127964,0.440000
1687609203.645942,0.450000
1687609203.645942,0.450000
1687609203.645942,0.450000
1687609217.03015,0.450000
1687609217.03015,0.450000
1687609217.03015,0.450000
1687609237.664804,0.400000
1687609237.664804,0.400000
1687609237.664804,0.400000
1687609239.337182,0.530000
1687609239.337182,0.530000
1687609239.337182,0.530000
1687609240.45251,0.490000
1687609240.45251,0.490000
1687609240.45251,0.490000
1687609241.010778,0.490000
1687609241.010778,0.490000
1687609241.010778,0.490000
1687609241.567874,0.350000
1687609241.567874,0.350000
1687609241.567874,0.350000
1687609242.683297,0.340000
1687609242.683297,0.340000
1687609242.683297,0.340000
1687609243.241641,0.350000
1687609243.241641,0.350000
1687609243.241641,0.350000
1687609243.798749,0.360000
1687609243.798749,0.360000
1687609243.798749,0.360000
1687609244.35702,0.340000
1687609244.35702,0.340000
1687609244.35702,0.340000
1687609244.914196,0.340000
1687609244.914196,0.340000
1687609244.914196,0.340000
1687609245.472533,0.350000
1687609245.472533,0.350000
1687609245.472533,0.350000
1687609246.029929,0.340000
1687609246.029929,0.340000
1687609246.029929,0.340000
1687609246.587921,0.350000
1687609246.587921,0.350000
1687609246.587921,0.350000
1687609247.145164,0.350000
1687609247.145164,0.350000
1687609247.145164,0.350000
1687609247.703265,0.370000
1687609247.703265,0.370000
1687609247.703265,0.370000
1687609248.260429,0.340000
1687609248.260429,0.340000
1687609248.260429,0.340000
1687609248.818648,0.350000
1687609248.818648,0.350000
1687609248.818648,0.350000
1687609249.37582,0.350000
1687609249.37582,0.350000
1687609249.37582,0.350000
1687609249.934155,0.350000
1687609249.934155,0.350000
1687609249.934155,0.350000
1687609250.49127,0.340000
1687609250.49127,0.340000
1687609250.49127,0.340000
1687609251.049557,0.330000
1687609251.049557,0.330000
1687609251.049557,0.330000
1687609251.606674,0.340000
1687609251.606674,0.340000
1687609251.606674,0.340000
1687609252.164893,0.350000
1687609252.164893,0.350000
1687609252.164893,0.350000
1687609252.722073,0.340000
1687609252.722073,0.340000
1687609252.722073,0.340000
1687609253.280396,0.340000
1687609253.280396,0.340000
1687609253.280396,0.340000
1687609253.837436,0.330000
1687609253.837436,0.330000
1687609253.837436,0.330000
1687609254.395774,0.330000
1687609254.395774,0.330000
1687609254.395774,0.330000
1687609254.952945,0.340000
1687609254.952945,0.340000
1687609254.952945,0.340000
1687609255.511138,0.330000
1687609255.511138,0.330000
1687609255.511138,0.330000
1687609256.068261,0.360000
1687609256.068261,0.360000
1687609256.068261,0.360000
1687609256.626647,0.340000
1687609256.626647,0.340000
1687609256.626647,0.340000
1687609257.183639,0.340000
1687609257.183639,0.340000
1687609257.183639,0.340000
1687609257.742027,0.340000
1687609257.742027,0.340000
1687609257.742027,0.340000
1687609258.299187,0.340000
1687609258.299187,0.340000
1687609258.299187,0.340000
1687609258.857441,0.350000
1687609258.857441,0.350000
1687609258.857441,0.350000
1687609259.414617,0.340000
1687609259.414617,0.340000
1687609259.414617,0.340000
1687609259.972919,0.360000
1687609259.972919,0.360000
1687609259.972919,0.360000
1687609260.529929,0.340000
1687609260.529929,0.340000
1687609260.529929,0.340000
1687609261.088283,0.350000
1687609261.088283,0.350000
1687609261.088283,0.350000
1687609261.645406,0.340000
1687609261.645406,0.340000
1687609261.645406,0.340000
1687609262.203649,0.330000
1687609262.203649,0.330000
1687609262.203649,0.330000
1687609262.760779,0.350000
1687609262.760779,0.350000
1687609262.760779,0.350000
1687609263.319154,0.340000
1687609263.319154,0.340000
1687609263.319154,0.340000
1687609263.876157,0.340000
1687609263.876157,0.340000
1687609263.876157,0.340000
1687609264.434537,0.370000
1687609264.434537,0.370000
1687609264.434537,0.370000
1687609264.991658,0.350000
1687609264.991658,0.350000
1687609264.991658,0.350000
1687609265.550426,0.340000
1687609265.550426,0.340000
1687609265.550426,0.340000
1687609266.107066,0.330000
1687609266.107066,0.330000
1687609266.107066,0.330000
1687609266.665544,0.340000
1687609266.665544,0.340000
1687609266.665544,0.340000
1687609267.222442,0.340000
1687609267.222442,0.340000
1687609267.222442,0.340000
1687609267.780811,0.340000
1687609267.780811,0.340000
1687609267.780811,0.340000
1687609268.337917,0.340000
1687609268.337917,0.340000
1687609268.337917,0.340000
1687609268.896169,0.340000
1687609268.896169,0.340000
1687609268.896169,0.340000
1687609269.453257,0.340000
1687609269.453257,0.340000
1687609269.453257,0.340000
1687609270.011681,0.340000
1687609270.011681,0.340000
1687609270.011681,0.340000
1687609270.568707,0.340000
1687609270.568707,0.340000
1687609270.568707,0.340000
1687609271.127081,0.360000
1687609271.127081,0.360000
1687609271.127081,0.360000
1687609271.68414,0.340000
1687609271.68414,0.340000
1687609271.68414,0.340000
1687609272.2424,0.350000
1687609272.2424,0.350000
1687609272.2424,0.350000
1687609272.799599,0.340000
1687609272.799599,0.340000
1687609272.799599,0.340000
1687609273.357534,0.340000
1687609273.357534,0.340000
1687609273.357534,0.340000
1687609273.915922,0.340000
1687609273.915922,0.340000
1687609273.915922,0.340000
1687609274.472901,0.350000
1687609274.472901,0.350000
1687609274.472901,0.350000
1687609275.031335,0.350000
1687609275.031335,0.350000
1687609275.031335,0.350000
1687609275.588401,0.340000
1687609275.588401,0.340000
1687609275.588401,0.340000
1687609276.146669,0.340000
1687609276.146669,0.340000
1687609276.146669,0.340000
1687609276.703786,0.340000
1687609276.703786,0.340000
1687609276.703786,0.340000
1687609277.262188,0.380000
1687609277.262188,0.380000
1687609277.262188,0.380000
1687609277.819175,0.350000
1687609277.819175,0.350000
1687609277.819175,0.350000
1687609278.377549,0.370000
1687609278.377549,0.370000
1687609278.377549,0.370000
1687609278.934542,0.360000
1687609278.934542,0.360000
1687609278.934542,0.360000
1687609279.492913,0.360000
1687609279.492913,0.360000
1687609279.492913,0.360000
1687609280.050073,0.390000
1687609280.050073,0.390000
1687609280.050073,0.390000
1687609280.608403,0.390000
1687609280.608403,0.390000
1687609280.608403,0.390000
1687609281.165398,0.380000
1687609281.165398,0.380000
1687609281.165398,0.380000
1687609281.723796,0.390000
1687609281.723796,0.390000
1687609281.723796,0.390000
1687609282.280788,0.390000
1687609282.280788,0.390000
1687609282.280788,0.390000
1687609282.839158,0.380000
1687609282.839158,0.380000
1687609282.839158,0.380000
1687609283.396297,0.400000
1687609283.396297,0.400000
1687609283.396297,0.400000
1687609283.954563,0.410000
1687609283.954563,0.410000
1687609283.954563,0.410000
1687609284.511678,0.410000
1687609284.511678,0.410000
1687609284.511678,0.410000
1687609285.07005,0.400000
1687609285.07005,0.400000
1687609285.07005,0.400000
1687609285.627049,0.430000
1687609285.627049,0.430000
1687609285.627049,0.430000
1687609286.185411,0.410000
1687609286.185411,0.410000
1687609286.185411,0.410000
1687609286.742552,0.420000
1687609286.742552,0.420000
1687609286.742552,0.420000
1687609287.300797,0.410000
1687609287.300797,0.410000
1687609287.300797,0.410000
1687609287.857917,0.440000
1687609287.857917,0.440000
1687609287.857917,0.440000
1687609288.41631,0.410000
1687609288.41631,0.410000
1687609288.41631,0.410000
1687609288.973283,0.410000
1687609288.973283,0.410000
1687609288.973283,0.410000
1687609289.531651,0.430000
1687609289.531651,0.430000
1687609289.531651,0.430000
1687609290.088834,0.420000
1687609290.088834,0.420000
1687609290.088834,0.420000
1687609290.647041,0.420000
1687609290.647041,0.420000
1687609290.647041,0.420000
1687609291.204147,0.440000
1687609291.204147,0.440000
1687609291.204147,0.440000
1687609291.762513,0.420000
1687609291.762513,0.420000
1687609291.762513,0.420000
1687609292.319611,0.430000
1687609292.319611,0.430000
1687609292.319611,0.430000
1687609292.877942,0.410000
1687609292.877942,0.410000
1687609292.877942,0.410000
1687609293.434913,0.430000
1687609293.434913,0.430000
1687609293.434913,0.430000
1687609293.993329,0.430000
1687609293.993329,0.430000
1687609293.993329,0.430000
1687609294.550413,0.430000
1687609294.550413,0.430000
1687609294.550413,0.430000
1687609295.108781,0.420000
1687609295.108781,0.420000
1687609295.108781,0.420000
1687609295.665816,0.440000
1687609295.665816,0.440000
1687609295.665816,0.440000
1687609296.22416,0.420000
1687609296.22416,0.420000
1687609296.22416,0.420000
1687609296.781198,0.430000
1687609296.781198,0.430000
1687609296.781198,0.430000
1687609297.339546,0.430000
1687609297.339546,0.430000
1687609297.339546,0.430000
1687609297.896703,0.450000
1687609297.896703,0.450000
1687609297.896703,0.450000
1687609298.454898,0.450000
1687609298.454898,0.450000
1687609298.454898,0.450000
1687609299.012034,0.440000
1687609299.012034,0.440000
1687609299.012034,0.440000
1687609299.570397,0.440000
1687609299.570397,0.440000
1687609299.570397,0.440000
1687609300.127427,0.440000
1687609300.127427,0.440000
1687609300.127427,0.440000
1687609301.242891,0.440000
1687609301.242891,0.440000
1687609301.242891,0.440000
1687609301.801157,0.470000
1687609301.801157,0.470000
1687609301.801157,0.470000
1687609302.358266,0.450000
1687609302.358266,0.450000
1687609302.358266,0.450000
1687609302.916686,0.440000
1687609302.916686,0.440000
1687609302.916686,0.440000
1687609303.47364,0.450000
1687609303.47364,0.450000
1687609303.47364,0.450000
1687609304.032065,0.460000
1687609304.032065,0.460000
1687609304.032065,0.460000
1687609304.589161,0.480000
1687609304.589161,0.480000
1687609304.589161,0.480000
1687609305.147393,0.480000
1687609305.147393,0.480000
1687609305.147393,0.480000
1687609305.704552,0.480000
1687609305.704552,0.480000
1687609305.704552,0.480000
1687609306.262886,0.460000
1687609306.262886,0.460000
1687609306.262886,0.460000
1687609306.819911,0.460000
1687609306.819911,0.460000
1687609306.819911,0.460000
1687609307.378254,0.480000
1687609307.378254,0.480000
1687609307.378254,0.480000
1687609307.935417,0.470000
1687609307.935417,0.470000
1687609307.935417,0.470000
1687609308.493643,0.480000
1687609308.493643,0.480000
1687609308.493643,0.480000
1687609309.050782,0.470000
1687609309.050782,0.470000
1687609309.050782,0.470000
1687609309.609136,0.470000
1687609309.609136,0.470000
1687609309.609136,0.470000
1687609310.166164,0.480000
1687609310.166164,0.480000
1687609310.166164,0.480000
1687609310.724519,0.470000
1687609310.724519,0.470000
1687609310.724519,0.470000
1687609311.28169,0.480000
1687609311.28169,0.480000
1687609311.28169,0.480000
1687609311.83991,0.470000
1687609311.83991,0.470000
1687609311.83991,0.470000
1687609312.397048,0.470000
1687609312.397048,0.470000
1687609312.397048,0.470000
1687609312.955436,0.500000
1687609312.955436,0.500000
1687609312.955436,0.500000
1687609313.512435,0.480000
1687609313.512435,0.480000
1687609313.512435,0.480000
1687609314.070777,0.470000
1687609314.070777,0.470000
1687609314.070777,0.470000
1687609314.627777,0.460000
1687609314.627777,0.460000
1687609314.627777,0.460000
1687609315.186142,0.460000
1687609315.186142,0.460000
1687609315.186142,0.460000
1687609315.74328,0.490000
1687609315.74328,0.490000
1687609315.74328,0.490000
1687609316.301678,0.490000
1687609316.301678,0.490000
1687609316.301678,0.490000
1687609316.858685,0.480000
1687609316.858685,0.480000
1687609316.858685,0.480000
1687609317.417031,0.490000
1687609317.417031,0.490000
1687609317.417031,0.490000
1687609317.974039,0.510000
1687609317.974039,0.510000
1687609317.974039,0.510000
1687609318.532436,0.490000
1687609318.532436,0.490000
1687609318.532436,0.490000
1687609319.089598,0.510000
1687609319.089598,0.510000
1687609319.089598,0.510000
1687609319.647777,0.500000
1687609319.647777,0.500000
1687609319.647777,0.500000
1687609320.204937,0.520000
1687609320.204937,0.520000
1687609320.204937,0.520000
1687609320.76331,0.510000
1687609320.76331,0.510000
1687609320.76331,0.510000
1687609321.320286,0.530000
1687609321.320286,0.530000
1687609321.320286,0.530000
1687609321.878687,0.540000
1687609321.878687,0.540000
1687609321.878687,0.540000
1687609322.435772,0.540000
1687609322.435772,0.540000
1687609322.435772,0.540000
1687609322.994067,0.540000
1687609322.994067,0.540000
1687609322.994067,0.540000
1687609323.551193,0.570000
1687609323.551193,0.570000
1687609323.551193,0.570000
1687609324.109559,0.560000
1687609324.109559,0.560000
1687609324.109559,0.560000
1687609324.666529,0.570000
1687609324.666529,0.570000
1687609324.666529,0.570000
1687609325.2249,0.580000
1687609325.2249,0.580000
1687609325.2249,0.580000
1687609325.782062,0.580000
1687609325.782062,0.580000
1687609325.782062,0.580000
1687609326.340287,0.600000
1687609326.340287,0.600000
1687609326.340287,0.600000
1687609326.897414,0.610000
1687609326.897414,0.610000
1687609326.897414,0.610000
1687609327.455784,0.610000
1687609327.455784,0.610000
1687609327.455784,0.610000
1687609328.012779,0.600000
1687609328.012779,0.600000
1687609328.012779,0.600000
1687609329.128275,0.620000
1687609329.128275,0.620000
1687609329.128275,0.620000
1687609329.686551,0.610000
1687609329.686551,0.610000
1687609329.686551,0.610000
1687609330.243724,0.620000
1687609330.243724,0.620000
1687609330.243724,0.620000
1687609330.802221,0.630000
1687609330.802221,0.630000
1687609330.802221,0.630000
1687609331.359064,0.640000
1687609331.359064,0.640000
1687609331.359064,0.640000
1687609331.917714,0.660000
1687609331.917714,0.660000
1687609331.917714,0.660000
1687609332.474404,0.650000
1687609332.474404,0.650000
1687609332.474404,0.650000
1687609333.032934,0.660000
1687609333.032934,0.660000
1687609333.032934,0.660000
1687609333.589948,0.700000
1687609333.589948,0.700000
1687609333.589948,0.700000
1687609334.148323,0.690000
1687609334.148323,0.690000
1687609334.148323,0.690000
1687609334.705401,0.740000
1687609334.705401,0.740000
1687609334.705401,0.740000
1687609335.263809,0.720000
1687609335.263809,0.720000
1687609335.263809,0.720000
1687609335.820665,0.740000
1687609335.820665,0.740000
1687609335.820665,0.740000
1687609336.379035,0.800000
1687609336.379035,0.800000
1687609336.379035,0.800000
1687609336.936188,0.820000
1687609336.936188,0.820000
1687609336.936188,0.820000
1687609337.49455,0.860000
1687609337.49455,0.860000
1687609337.49455,0.860000
1687609338.051563,0.900000
1687609338.051563,0.900000
1687609338.051563,0.900000
1687609338.609914,0.920000
1687609338.609914,0.920000
1687609338.609914,0.920000
1687609339.725277,1.000000
1687609339.725277,1.000000
1687609339.725277,1.000000
1687609340.28241,1.040000
1687609340.28241,1.040000
1687609340.28241,1.040000
1687609340.840651,1.050000
1687609340.840651,1.050000
1687609340.840651,1.050000
1687609341.397789,1.040000
1687609341.397789,1.040000
1687609341.397789,1.040000
1687609341.956171,1.110000
1687609341.956171,1.110000
1687609341.956171,1.110000
1687609342.513155,1.120000
1687609342.513155,1.120000
1687609342.513155,1.120000
1687609343.071571,1.210000
1687609343.071571,1.210000
1687609343.071571,1.210000
1687609343.628656,1.220000
1687609343.628656,1.220000
1687609343.628656,1.220000
1687609344.1869,1.220000
1687609344.1869,1.220000
1687609344.1869,1.220000
1687609344.744026,1.230000
1687609344.744026,1.230000
1687609344.744026,1.230000
1687609345.302431,1.270000
1687609345.302431,1.270000
1687609345.302431,1.270000
1687609345.859561,1.260000
1687609345.859561,1.260000
1687609345.859561,1.260000
1687609346.417768,1.270000
1687609346.417768,1.270000
1687609346.417768,1.270000
1687609346.974923,1.340000
1687609346.974923,1.340000
1687609346.974923,1.340000
1687609347.53315,1.300000
1687609347.53315,1.300000
1687609347.53315,1.300000
1687609348.090321,1.280000
1687609348.090321,1.280000
1687609348.090321,1.280000
1687609348.648659,1.300000
1687609348.648659,1.300000
1687609348.648659,1.300000
1687609349.205638,1.300000
1687609349.205638,1.300000
1687609349.205638,1.300000
1687609349.764014,1.310000
1687609349.764014,1.310000
1687609349.764014,1.310000
1687609350.321187,1.320000
1687609350.321187,1.320000
1687609350.321187,1.320000
1687609350.87948,1.310000
1687609350.87948,1.310000
1687609350.87948,1.310000
1687609351.436552,1.340000
1687609351.436552,1.340000
1687609351.436552,1.340000
1687609351.99494,1.330000
1687609351.99494,1.330000
1687609351.99494,1.330000
1687609352.551907,1.340000
1687609352.551907,1.340000
1687609352.551907,1.340000
1687609353.110295,1.360000
1687609353.110295,1.360000
1687609353.110295,1.360000
1687609353.667271,1.370000
1687609353.667271,1.370000
1687609353.667271,1.370000
1687609354.22565,1.370000
1687609354.22565,1.370000
1687609354.22565,1.370000
1687609354.782761,1.350000
1687609354.782761,1.350000
1687609354.782761,1.350000
1687609355.341187,1.370000
1687609355.341187,1.370000
1687609355.341187,1.370000
1687609355.89815,1.320000
1687609355.89815,1.320000
1687609355.89815,1.320000
1687609356.456524,1.390000
1687609356.456524,1.390000
1687609356.456524,1.390000
1687609357.013525,1.380000
1687609357.013525,1.380000
1687609357.013525,1.380000
1687609357.571907,1.420000
1687609357.571907,1.420000
1687609357.571907,1.420000
1687609358.129084,1.390000
1687609358.129084,1.390000
1687609358.129084,1.390000
1687609358.687392,1.410000
1687609358.687392,1.410000
1687609358.687392,1.410000
1687609359.244389,1.410000
1687609359.244389,1.410000
1687609359.244389,1.410000
1687609359.802771,1.430000
1687609359.802771,1.430000
1687609359.802771,1.430000
1687609360.359824,1.480000
1687609360.359824,1.480000
1687609360.359824,1.480000
1687609360.918152,1.450000
1687609360.918152,1.450000
1687609360.918152,1.450000
1687609361.475268,1.450000
1687609361.475268,1.450000
1687609361.475268,1.450000
1687609362.033671,1.450000
1687609362.033671,1.450000
1687609362.033671,1.450000
1687609362.590688,1.500000
1687609362.590688,1.500000
1687609362.590688,1.500000
1687609363.149064,1.470000
1687609363.149064,1.470000
1687609363.149064,1.470000
1687609363.706057,1.480000
1687609363.706057,1.480000
1687609363.706057,1.480000
1687609364.264401,1.490000
1687609364.264401,1.490000
1687609364.264401,1.490000
1687609364.821515,1.480000
1687609364.821515,1.480000
1687609364.821515,1.480000
1687609365.379775,1.520000
1687609365.379775,1.520000
1687609365.379775,1.520000
1687609365.936906,1.490000
1687609365.936906,1.490000
1687609365.936906,1.490000
1687609366.495305,1.520000
1687609366.495305,1.520000
1687609366.495305,1.520000
1687609367.052299,1.520000
1687609367.052299,1.520000
1687609367.052299,1.520000
1687609367.610646,1.520000
1687609367.610646,1.520000
1687609367.610646,1.520000
1687609368.167777,1.530000
1687609368.167777,1.530000
1687609368.167777,1.530000
1687609368.72606,1.540000
1687609368.72606,1.540000
1687609368.72606,1.540000
1687609369.283161,1.550000
1687609369.283161,1.550000
1687609369.283161,1.550000
1687609369.841408,1.570000
1687609369.841408,1.570000
1687609369.841408,1.570000
1687609370.398551,1.570000
1687609370.398551,1.570000
1687609370.398551,1.570000
1687609370.956923,1.480000
1687609370.956923,1.480000
1687609370.956923,1.480000
1687609371.514065,1.490000
1687609371.514065,1.490000
1687609371.514065,1.490000
1687609372.072286,1.490000
1687609372.072286,1.490000
1687609372.072286,1.490000
1687609372.629454,1.550000
1687609372.629454,1.550000
1687609372.629454,1.550000
1687609373.187778,1.630000
1687609373.187778,1.630000
1687609373.187778,1.630000
1687609373.74481,1.670000
1687609373.74481,1.670000
1687609373.74481,1.670000
1687609374.303167,1.660000
1687609374.303167,1.660000
1687609374.303167,1.660000
1687609374.860268,1.690000
1687609374.860268,1.690000
1687609374.860268,1.690000
